Modules	H2	H3	H4	J2	J3	J4	J5	J6	L1	L2	L3	L4	L5	L6	M1	M2	M3	M4	M5	M6	N1	N2	N3	N4	N5	N6	O1	O2	O3	O4	O6	R1	R2	R3	R4	R5	R6	S1	S2	S4	S5	T1	T2	T3	T4	T5	V1	V2	V3	V4	V5	V6	Z2	Z3	Z4	Z5
M00222_Phosphate TS	8513.35	8188.27	8029.06	10637.62	13740.03	15098.59	11190.89	15697.05	19146.92	18888.95	9701.11	15080.69	15110.13	15955.56	9105.16	12342.11	10493.48	8421.47	8312.88	9845.94	8298.71	8957.93	10507.35	9636.38	13656.28	10183.37	14967.31	13463.82	11937.74	8669.47	11164.16	7743.92	8908.45	8162.83	4966.7	9424.94	5083.75	6238.16	8783.23	6818.9	8097.11	12265.93	10172.97	11101.44	10965.69	10199.35	13515.85	9765.94	11073.24	12377.4	10066.51	11890.98	12742.36	11058.65	10205.69	10329.93
M00223_Phosphonate TS	2159.22	539.8	1803.81	186.4	420.13	310.48	281.82	402.69	48.12	25.29	156.27	57.21	48.69	353.19	690.52	1229.78	739.67	1551.69	1420.42	1894.98	288.72	2541.82	412.89	403.41	557.44	591.39	66.36	61.95	30.6	32.4	50.19	286.73	759.36	228.04	202.16	340.75	502.7	222.38	278.29	431.22	216.63	504.33	1622.06	2544.08	2110.99	1080.84	50.36	161.56	65.9	183.46	62.72	202.21	459.57	1710.74	773	436.1
M00224_Fluoroquinolone TS	1308.22	26.23	1201.3	8.83	24.24	10.89	12.16	44.34	4046.69	6033.54	921.18	1378.24	2996.16	232.04	2063.25	5077.07	2539.4	823.65	985.69	1459.51	13.47	1762.12	18.36	22.17	46.31	44.83	1366.54	795.42	893.81	558	2630.92	44.71	184.23	125.94	83.98	195.94	33.6	668.69	2639.29	889.08	2224.48	3643.71	2021.74	3861.78	2811.86	2152.86	897.85	419.52	256.46	743.86	348.9	843.32	5143.76	2202.11	2479.07	3206.23
M00225_Lysine/arginine/ornithine TS	36.36	640.52	31.04	223.75	364.2	387.82	354.79	439.62	55.68	29.52	203.88	68.88	63.32	448.44	0.37	0.32	0.78	0.38	1.36	14.2	354.38	66.76	483.86	490.68	603.73	714.08	24.72	61.08	36.24	43.2	1.84	224.8	50.12	23.56	194.59	70.04	367.16	102.8	98.76	58.96	50.44	39.8	4.87	1.64	5.72	3.32	22.84	48.96	14.2	53.84	15.48	25.52	10.55	23.69	0.65	1.14
M00226_Histidine TS	36.36	640.36	31.04	223.09	363.86	387.82	340.89	438.24	55.68	29.52	203.88	68.88	63.32	448.44	0.37	0.32	0.78	0.38	1.36	14.2	354.16	66.76	482.78	482.24	602.58	713.23	24.72	61.08	36.24	43.2	1.84	224.8	50.12	23.56	194.59	70.04	367.16	102.8	98.76	58.96	50.44	39.8	4.87	1.64	5.72	3.32	22.84	48.96	14.2	53.84	15.48	25.52	10.55	23.69	0.65	1.14
M00227_Glutamine TS	270.47	431.86	224.11	210.27	266.92	292.27	255.81	328.35	42.08	22.14	152.91	52.23	47.49	336.33	95.18	94.05	119.16	202.88	151.71	147.16	614.41	264.4	354.69	376.06	434.64	521.52	61.13	61.63	29.76	32.4	48.51	224.41	283.79	95.33	172.59	177.54	424.39	136.77	151.27	173.08	109.55	179.92	60.75	78.66	89.02	52.89	33.39	116.4	39.63	131.26	41.35	133.96	131.66	145.27	118.58	129.87
M00228_Putative glutamine TS	309.21	3017.28	288	393.76	693.84	1143.2	354.24	5734.12	2471.09	1573.41	973.33	1320.04	1511.33	3211.97	42.28	62.92	23.91	18.96	26.96	23.98	2011.2	366.34	1166.8	1134.88	4018.04	3099.28	563.73	384.92	537.11	52.4	167.72	820.98	611.29	244.04	13.92	864.19	461.8	14.45	23.36	41.84	22.43	76.82	279.98	424.57	346.98	180.15	1878.44	109.96	472.01	1622.05	109.33	246.18	68.06	272.25	118.99	53.26
M00229_Arginine TS	45.48	855.83	39.44	291.65	472.93	493.89	453.04	560.22	73.44	36.9	268.85	88.38	79.15	568.19	1.22	1.07	3.67	0.49	1.7	17.75	483.36	85.45	762.6	609.35	799.57	906.63	30.9	77.63	45.3	54	3.3	281	62.65	29.45	246.65	88.99	458.95	128.5	123.45	73.7	63.05	49.78	6.14	2.05	7.15	4.15	28.55	61.2	17.75	67.3	19.35	31.9	13.24	29.77	0.88	1.53
M00230_Glutamate/aspartate TS	36.96	581.56	32.32	224.2	367.2	386.96	360.08	449.08	60.8	29.52	217.88	71.16	63.32	456.08	844.28	823.48	778.92	615.6	601.76	541	376.16	69.44	596.72	483.24	599.4	695.52	24.72	62.36	39.68	43.2	147.48	433.72	239.52	336.08	271.28	490.48	409.4	104.28	98.76	58.96	50.44	39.76	447.96	256.04	124.4	267.92	519.12	48.96	582.68	54.52	770.52	27.16	424.44	460.76	578.76	476.12
M00231_Octopine/nopaline TS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00232_General L-amino acid TS	406.84	314.84	246.37	188.8	322.18	360.02	311.64	433.27	56.64	29.52	203.88	68.88	63.32	448.44	1026.9	1401.54	978.69	1960.71	1804.36	2310.35	300.72	275.07	353.28	462.46	461.44	619.84	24.72	61.08	38.82	43.2	110.32	381.49	192.17	257.95	249.29	384.29	398.84	103.91	98.76	58.96	50.44	39.6	336.89	192.44	94.73	206.27	395.05	48.96	440.56	54.35	581.76	26.75	320.67	350.6	433.85	356.78
M00233_Glutamate TS	378.28	0	208	9.76	1.12	0.56	3.84	3.68	130.74	211.36	31.6	114.32	113.02	34.24	22.36	43.32	17.32	8.08	10.8	8.64	610.48	265.08	47.44	35.2	15.56	0	107.36	34.28	41.26	20.66	63.57	0	5.32	7.16	1.12	4.12	0.48	13.32	2.28	4.76	5.28	13.2	0	3.68	5.28	13.2	22.68	8.96	5.92	45.8	13.28	8.16	5.68	1.36	70.4	9.88
M00234_Cystine TS	106.55	1960.4	113.65	362.02	582.06	864.38	441.81	3233.31	2202.92	3276.11	761.83	841.82	1654.41	524.73	1335.27	1973.62	1460.57	967.17	962.2	1033.18	1274.78	144.7	933.87	947.32	2461.13	2094.36	785.53	500.52	506.88	382.22	1561.94	261.62	141.78	117.79	218.72	170.18	328.89	311.37	1171.23	206.33	1062.12	1704.42	534.98	1146.09	764.95	749.52	351.89	140.72	83.83	323.75	85.88	109.12	2295.49	471.49	637.46	1259.94
M00235_Arginine/ornithine TS	133.24	0.16	93.26	0.16	0.14	0.14	0.16	0.37	0	0	0	0.19	0	0	103.42	175.7	107.76	358.6	312.05	417.22	0	99.15	0.33	0.18	0.2	0.32	13.95	5.06	0.43	0	15.71	0	0	0	0	0	0	0	0	0.48	0	27.56	15.04	21.57	20.44	9.9	0	0	0	0	0	0	24.81	22.07	24.47	39.7
M00236_Putative polar amino acid TS	10657.23	10711.45	9188.43	22717.09	31360.92	28741.49	20504.82	28259.72	26066.59	27163.87	10721.39	18826.21	20912.86	24989.48	13861.93	21428.44	17259.29	12938.29	12513.12	16122.16	14579.06	10822.95	16582.97	11900.22	28364.17	14478.09	14422.6	10664.95	13581.39	7194.44	13176.09	8648.72	9131.23	8104.03	3631.77	9985.3	6270.29	5889.84	11327.19	7119.1	8447.43	18748.12	15701.15	14906.09	19787.86	15708.74	20088.46	11316.2	11156.33	16780.64	10389.57	15900.37	19242.65	14669.92	13693.08	12951.99
M00237_Branched-chain amino acid TS	12420.93	5406.74	10678.2	1620.87	2478.38	2836.43	2835.82	8020.94	12532.9	15074.5	5545.27	11722.39	11895.46	12765.81	7791.03	12633.73	9610.64	12485.04	11267.9	15199.29	6161.95	12229.26	3202.07	3029.4	6535.85	5785.59	10586.42	7673.29	10062.81	5870.27	9332.81	6417.98	9009.69	14398.77	2063.3	9858.46	4066.53	3694.44	10705.73	5192.86	5097.18	11835.37	9161.07	9583.26	12597.8	9208.01	8702.98	15135.49	11412.75	7779.28	10106.18	23026.18	12741.22	9266.15	8123.13	8755.26
M00238_D-Methionine TS	3273.46	10732.29	3190.37	7840.6	10265.29	10931.9	8874.6	21485.19	7539.18	7512.79	3691.12	8503.57	6763.36	10779.8	4309.13	5295.67	4894.29	2823.96	2808.98	3308.93	11349.83	3869.14	8213.95	7827.42	17742.09	12412.57	5803.53	4386.63	6707.61	3433.15	4733.98	3394.72	2406.41	2443.18	2159.74	2971.94	2863.07	2011.62	2984.64	2255.68	2043.02	5320.8	6747.18	5793.99	7754.5	6010.92	4868.56	2031.96	2941.37	3454.13	2575.63	2421.89	6042.92	6765.43	5769.83	4698.77
M00239_Peptides/nickel TS	30384.21	10507.85	26826.52	12201.88	15702.89	15436.21	10238.85	21839.52	29805.74	43704.17	12532.97	23425.96	27235.84	16797.29	23913.49	46009.87	29079.57	17489.42	17394.62	22424.07	14078.91	35083.98	12359.67	10744.61	19907.62	13228.59	19864.69	14596.16	18614.36	12102.39	23623.7	11014.16	11738.8	21293.58	7113.95	13687.39	7331.82	11035.7	27225.19	14999.56	16799.58	39059.21	38819.69	42879.47	51435.93	36095.29	22556.15	29852.77	22248.66	17856.11	24025.14	43944.46	40607.98	34906.41	30970.9	28115.49
M00240_Iron complex TS	15025.92	15878.78	14670.86	43440.21	60128.47	61941.43	40582.56	45612.17	23682.12	22812.92	14497.82	23759.91	19864.67	25036.81	14491.53	19702.9	16434.32	12341.86	12391.39	14149.77	25519.49	17359.53	35112.34	26452.69	45381.22	24597.64	20807.79	19075.95	19733.35	13976.95	16137.61	13420.47	11808.39	11720.97	10691.94	12476.17	10307.14	10796.64	12669.72	10642.17	11813.44	21726.76	24686.04	22383.37	28140.4	22581.87	18661.03	15541.83	15798.5	17141.58	15133.46	18865.33	20165.93	23388.31	19893.07	17075.31
M00241_Vitamin B12 TS	27.24	436.17	23.76	167.67	275.4	290.22	270.06	336.27	44.64	22.14	163.41	53.37	47.49	342.06	0.78	0.69	2.58	0.27	1.02	10.65	282.12	51.57	447.03	362.43	449.55	521.64	18.54	46.77	27.18	32.4	2.13	168.6	37.59	17.67	148.41	53.61	275.37	77.1	74.07	44.22	37.83	29.82	3.6	1.23	4.29	2.49	17.13	36.72	10.65	40.38	11.61	19.14	7.86	17.61	0.42	0.75
M00242_Zinc TS	5553.43	5247.36	5772.15	7565.17	9861.99	10226.65	7738.28	10557.34	14836.27	15515.36	6521.87	10649.38	11455.12	9400.4	5835.09	8025.79	6666	4614.79	4858.14	5942.7	5992.34	7167.61	6448.41	5222.83	9485.47	6477.85	10609.79	9624.29	8610.73	6435.26	9494.48999999999	4482.13	4537.68	4681.26	3428.87	5053.35	3276.98	3925.69	6656.11	4222.02	6397.53	11045.18	10094.81	11985.84	11764.98	9492.68	6395.67	4966.72	5514.41	6288.86	4684.67	6160.67	12289.8	10112.28	8303.59	9134.09
M00243_Manganese/iron TS (A)	533.8	0.44	421.08	0.22	0	0.46	0.96	0.5	0	0	0	0	0.3	0	288.18	328.86	185.32	662.34	578.98	574.24	0.1	452.48	0.34	0	0.14	1.42	183.58	100.9	49.44	50.68	42.88	1.32	0.9	0.48	0	0	0	136.4	251.46	404.1	11.08	0	0	2.78	0	0.6	0	0	0	0	0	0	0	0	0	0
M00244_Putative zinc/manganese TS	567.14	196.38	345.94	32.73	27.33	17.89	54.32	11.52	128.4	207.08	31.6	105.24	113.75	31.2	161.56	201.51	103.36	332.95	293.57	290.96	643.1	459.28	129.09	67.02	103.58	59.2	193.15	79.97	61.52	44.18	71.96	0.66	0.45	0.24	0.21	0.29	0	78.56	125.73	202.05	5.54	27.24	0.21	5.35	5.28	13.5	0	0	0	0	0	0	5.89	1.99	70.67	10.3
M00245_Cobalt/nickel TS	4713.8	876.03	4279.45	6048.54	9293.82	9329.75	5327.65	4612.77	1727.95	1721.38	1413.07	4511.11	2483.83	4450.09	3541.9	5489.89	4012.4	4018.46	3733.44	4273.82	1570.44	5095.95	4972.03	3688.22	5247.48	2480.75	3508.01	2760.14	4016.77	2172.7	2006.72	1978.22	1883.77	1340.35	2372.65	1351.68	2503.76	2597.89	2468.66	3390.06	1357.19	2407.28	2390.53	3386.07	3002.04	2180.97	3956	3208.36	2655.85	3132.73	3560.16	4260.81	2354.62	3141.24	2906.24	2144.05
M00246_Nickel TS (A)	4906.4	878.81	4423.48	6051.46	9293.96	9331.27	5330.37	4615.16	1729.87	1721.38	1420.07	4512.63	2483.83	4453.91	3881.04	5890.35	4343.85	4589.67	4237.1	4859.75	1584.58	5253.86	5025.99	3689.1	5253.42	2481.23	3627.7	2821.14	4043.5	2198.04	2096.24	2056.89	1988.23	1439.27	2403.24	1500.44	2588.23	2616.42	2492.02	3445.69	1375.91	2476.31	2421.36	3429.49	3042.92	2201.67	4088.2	3248.2	2812.46	3178.34	3763.79	4318.63	2441.08	3194.21	2976.1	2273.81
M00247_Putative ABC TS (B)	6123.77	4850.3	5564.29	6371.73	8774.34	8050.18	6044.74	12047.8	9899.63	11004.3	4592.71	5324.93	8481.86	6647.43	5720.7	8061.48	7943.97	3176.91	3317.71	4591.3	5421.76	7251.38	4502.53	3068.62	10661.81	5905.9	4445.58	3263.5	4024.16	2633	5399.33	3277.28	3422.7	3470.29	2119.28	3344.3	2528.56	2970.73	5125.62	3645.88	3645.57	8806.51	9972.46	9960.36	12804.03	9074.7	6921.29	4886.95	4488.63	5407.15	4295.21	6047.93	8398.61	9337.29	7350.15	5674.26
M00249_Capsular polysaccharide TS	204.24	137.07	174.15	94.2	231.54	269.07	50.97	308.25	41.76	22.14	152.91	52.23	47.49	336.33	73.74	56.49	85.95	176.61	125.1	121.68	138.57	222.84	242.28	156.15	292.98	189.18	60.39	60.99	28.47	32.4	48.51	168.6	37.59	17.67	145.68	52.53	275.37	77.1	74.07	45.66	37.83	112.38	48.51	65.94	65.61	29.49	17.13	36.72	10.65	40.38	11.61	19.14	82.08	66.9	73.56	119.43
M00250_Lipopolysaccharide TS	979.82	131.32	996.76	15.57	17.9	12.74	17.9	4.48	778.41	1094.61	1116.17	738.5	732.1	289.05	1437.01	1457.19	1454.96	794.7	846.08	1055.25	21.98	1227.69	54.77	45.92	63.9	41.71	1408.07	1211.58	1265.96	1197.02	1327.81	1671.62	1035.67	1710.21	925.04	1548.38	780.17	1221.91	1359.78	917.47	1612.59	1162.56	1437.84	1697.37	1547.72	1285.09	1167.64	1378.7	1700.82	1041.28	1695.35	1779.78	1341.87	1464.85	1086.17	1050.8
M00251_Teichoic acid TS	1986.25	1533.76	1663.03	352.95	402.6	885.26	362.33	3108.01	1529.54	2269.32	670.1	802.75	1534.62	432.85	1590	3930.19	2150.22	575.71	655.05	929.02	1121.28	2300.73	1058.9	859.92	2088.31	1791.57	811.67	588.48	554.16	388.72	1025.18	293.47	714.11	937.3	191.31	577.03	93.04	939.5	1760.32	1224.75	1113.41	2034.19	1258.46	2207.77	1811.4	1306.22	2569.49	2751.89	1881.45	2058.7	2289.36	3819.09	2427.27	1708.19	2155.5	1821.18
M00252_Lipooligosaccharide TS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00253_Sodium TS	124.88	99.92	250.54	351.06	1102.36	1762.7	451.16	576.6	145.78	101.08	137.42	165.88	92.68	91.46	52.98	62.68	58.1	17.1	25.12	31.24	348.3	144.36	1166.84	1309.2	271.06	617.12	89.44	88.74	58.48	9.22	38.1	696.74	53.54	147.24	991.66	132.8	1028.7	642.28	356.46	475.82	208.26	107.46	7.7	30.1	17.42	37.26	181.46	117.24	88.56	205.86	98.28	130.12	68.24	17.78	138.82	72.68
M00254_ABC-2 type TS	26277.8	22430.34	24872.71	39750.24	53570.84	53637.06	38284.09	51279.02	45138.89	46165.95	22946.38	27058.04	34942.43	25884.02	26952.28	37957.66	33106.82	18540.47	19171.85	23825.92	24583.86	28774.23	33177.41	26986.62	47423.66	30131.06	29017.32	26869.04	22179.56	18768.12	27287.12	20365.07	22366.11	22251.42	17305.25	22103.77	16630.09	19507.53	25675.87	21228.66	21408.78	30024.62	21745.77	29055.73	24720.64	22322.52	35299.89	30037.55	29095.29	32233.41	28622.49	37178.55	33112.18	26919.37	27872.66	27174.33
M00255_Lipoprotein-releasing system	2203.63	1829.74	2286.09	1175.57	487.78	397.25	1280.67	526.42	4319.44	3143.7	2628.78	2716.44	2741.14	1862.29	2416.23	2145.02	2064.34	3120.43	3071.26	3070.71	1565.65	2432.25	1130.78	918.9	593.94	1647.11	4584.93	4918.35	2267.78	2727.53	2906.42	2214.12	3105.24	3057.53	1563.48	3428.52	1058.95	1697.64	1806.6	1808.65	2286.75	3453.21	4558.42	3540.74	4325.79	4068.29	2602.51	2691.69	3859.37	2761.73	3382.84	3025.58	3273.32	4062.04	3692.7	3608.24
M00256_Cell division TS	4136.69	2995.04	3981.22	4983.12	6460	6628.82	5101.44	6083.72	6740.77	6426.65	3719.55	6183.96	5653.68	6040.82	3573	4826.22	4349.36	2677.11	2798.74	3434.3	3962.74	4806.16	4125.27	3310.22	5658.9	3801.52	6004.4	5638.28	5044.87	3684.18	4411.85	3120.89	3617.12	3887.34	2353.42	3705.41	2076.26	2571.39	3407.51	2691.63	2963.59	4835.39	5029.28	5648.32	5648.88	4705.53	5081.49	4972.38	4892.03	4703.03	4483.47	6135.07	5303.66	5875.18	5283.06	4663.68
M00257_Hemin TS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00258_Putative ABC TS (C)	25840.12	22976.91	25200.33	30535.96	40070.96	44447.38	30497.89	42571.86	39359.18	35255.97	21966.19	26178.48	29601.68	21839.48	25025.21	34172.83	30628.66	17192.08	18154.58	21151.24	25916.84	29280.73	29317.65	24925.91	36278.24	28373.12	31672.88	31347.42	21527.71	19481.66	23478.86	20024.52	23781.87	22992.32	16864.96	22790.84	14005.52	20117.96	23366.28	21232.64	21643.2	28601.58	23423.79	28029.42	24461.25	22738.53	36359.06	33493.01	32795.48	33460.97	32281.55	40731.59	28092.45	27782.76	28380.31	25865.72
M00259_Heme TS	427.32	236.25	303.54	142.59	242.04	269.91	254.46	326.88	42.72	22.14	152.91	52.23	47.49	336.33	942.78	1144.11	905.4	1537.44	1387.47	1657.41	225.87	348.03	266.46	359.37	347.52	466.38	335.76	211.71	106.08	108.42	221.31	404.61	350.97	314.43	235.77	497.07	528.78	132.69	144.15	209.67	93.99	154.11	383.13	257.58	154.62	236.04	413.73	156.24	480.48	177.21	622.5	192.6	415.11	437.64	513	477.72
M00260_DNA polymerase III complex	16117.98	11058.17	15211.49	22955.02	30058.09	29411.28	22319.39	24985.07	23898.03	21493.94	12523.24	21652.07	19101.17	21093.04	15148.55	21026.18	17392.68	12835.07	12959.64	15183.23	14682.79	18151.91	17432.87	12813.49	24619.13	14689.59	21993.6	20989.74	17467.3	13084.6	15721.68	10983.38	13022.49	12546.09	8472.36	13427.39	7717.97	9763.11	12400.07	11150.8	10737.94	19251.32	21474.17	21354.27	23629.74	19564.58	18541.73	15913.98	17183.89	16857.57	16253.44	20030.76	19411.24	21618.14	19703.37	17272.42
M00261_DNA polymerase alpha / primase complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00262_DNA polymerase delta complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00263_DNA polymerase epsilon complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00264_DNA polymerase II complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00265_PTS system, glucose-specific II component (A)	396.61	2111.67	446.79	4032.12	6042.17	5533.01	3725.09	5613.07	1553.58	1617.76	745.59	1988.21	1384.6	2365.68	343.07	634.14	430.54	262.19	231.38	295.97	2008.94	531.86	2849.48	1631.5	5512.68	2778.99	1221.33	930.04	1398.15	619.94	907.91	790.46	469.55	469.97	632.65	505.13	850.08	814.39	912.8	570.82	674.52	1269.09	1229.77	1113.98	1691.8	1178.16	733.02	442.28	429.92	596.12	281.81	557.45	1177.77	1079.12	1229.06	815.88
M00266_PTS system, maltose/glucose-specific II component	984.02	1307.92	969.77	2222.23	3332.57	2786.36	2233.26	3028.43	990.79	1253.88	583.84	1735.86	1062.94	1759.68	453.8	777.47	464.23	300.46	279.81	351.45	1184.32	1418.91	1783.23	1182.87	3131.84	1899.88	1128.24	864.43	1282.84	618.36	884.61	564.65	202.08	108.8	666.13	146.36	795.4	901.81	884.21	716.22	729.54	4068.09	6419.11	3960.09	8360.31	5593.85	225.85	158.96	112.45	185.75	94.61	35.47	1808.95	4036.01	2908.9	1245.14
M00267_PTS system, N-acetylglucosamine-specific II component	451.63	1046.74	524.86	2084.58	3172.14	3191.39	1798.69	2993.76	1090.5	1347.05	425.32	1564.6	1047.87	1447.01	634.12	786.12	641.55	272.8	278.53	451.53	1298.72	618.59	1827.44	1355.35	2818.73	1529.51	1058.49	842.08	1435.97	750.49	1063.81	523.71	156.05	405.28	582.56	274.78	642.94	526.87	812.03	458.11	512.35	1157.42	1220.96	1095.98	1616.96	1125.73	239.93	350.26	259.99	223.8	226.76	555.02	969.24	806.74	695.23	580.5
M00268_PTS system, alpha-glucoside-specific II component	294.9	2002.93	344.67	2226.31	3278.96	2891.6	2154.26	4195.3	325.68	310.6	390.44	2597.89	836.15	2548.38	192.81	266.36	218.29	154.67	115.77	133.21	1521.47	412.82	1836.51	1215.02	3891.96	2368.77	1554.17	1273.44	2155.45	975.1	772.88	416.66	196.74	83.17	549.41	87.28	606.46	768.12	460.48	565.52	363.6	758.63	1075.56	762.74	1465.28	960.57	122.66	131.39	103.29	80.33	84.76	18.37	491.36	1088.78	1284.75	527.01
M00269_PTS system, sucrose-specific II component	2164.78	2341.83	2134.02	12545.33	16958.15	14119.63	9975.41	10686.17	2762.55	3161.97	1070.16	2402.9	2384.17	2463.71	1041.93	2162.39	1290.33	494.64	550.44	737.91	2659.34	2844.59	6208.29	2480.43	12455.34	3625.7	1708.83	1262.89	1805.58	827.36	1479.93	1259.49	654.91	1258.25	1123.69	949.03	1256.73	1112.8	1800.57	1173.58	1159.28	2545.99	2936.36	3767.67	3928.78	2598.54	1741.04	1604.98	1255.92	1445.47	1225.58	2557.84	2571.31	2952.93	2229.47	1734.54
M00270_PTS system, trehalose-specific II component	1106.41	2042.23	1073.69	4009.67	5716.77	4894.08	3617.27	5438.04	1557.31	1619.2	833.42	3129.77	1722.53	3504.14	467.68	785.25	463.34	290.98	278.28	342.26	1800.23	1527.9	2663.95	1591.91	5456.76	2750.5	1912.2	1549.1	2469.29	1148.57	1224.34	787.85	427.25	470.14	633.71	510.3	850.72	855.05	966.34	735.25	712.2	1401.74	1989.16	2318.49	2675.58	1674.81	744.6	461.11	439.77	605.97	297.91	574.29	1317.08	1826.74	1532.23	963.56
M00271_PTS system, beta-glucoside-specific II component (B)	3490.29	3822.95	4064.14	11267.83	15569.52	13212.02	8889.73	12724.81	7799.54	8366.49	3327.75	5247.36	6155.44	6221.14	2102.59	3791.46	2564.57	1055.9	1131.75	1594.81	3802.5	4797.78	6654.1	3497.37	13289.98	5367.75	3574.27	2644.94	3327.57	1478.22	3372.07	4930.47	1601.86	2378.41	5194.69	2457.42	5917.16	3737.39	4448.31	3231.5	3158.59	4327.06	3765.63	6357.12	5285.65	3433.78	4006.77	2097.95	1966.56	3294.84	1604.21	3197.64	5184.27	4517.58	3941.13	3387.48
M00272_PTS system, beta-glucoside-specific II component (A)	291.31	1166.38	342.87	2073.5	2950.32	2586.57	2104.92	2840.77	240.65	204.34	325.88	1397.86	485.78	1496.09	175.95	234.12	195.98	150.5	110.6	126.85	1016.59	420.61	1465.49	980.72	2872.98	1555.05	830.8	691.77	1111.21	509.37	411.45	472.53	167.32	86.79	596.71	102.01	698.25	642.96	399.12	480.9	298.95	670.25	1038.45	720.84	1386.26	903.35	126.01	138.67	103.27	90.03	85.74	16.2	359.73	888.64	918.15	360.6
M00273_PTS system, fructose-specific II component (A)	2231.18	4153.82	2198.98	7982.13	11171.64	10374.35	7118.17	11266.95	8156.42	11627.71	3090.54	4899.62	7231.7	3617.63	2948.34	6155.43	3904.71	1569.88	1688.94	2449.78	4436.09	2843.19	5780.18	4221.03	10915.34	5522.27	4106.01	2885.45	3459.55	1882.97	5263.5	1875	1193.9	2325.22	1480.93	1744.17	1759.41	2423.24	5636.88	2133.89	4346.89	8769.26	5914.76	7380.51	8365.45	6281.24	2754.05	2654	1996.99	2319.56	1883.25	4279.36	9776.5	6679.37	6444.97	6078.02
M00274_PTS system, mannitol-specific II component	35.18	1844.37	33.67	2061.22	2889.96	2771.06	1690.2	4326.61	1142.05	733.37	585.13	1690.99	932.11	2787.35	4.47	6.83	10.58	9.21	8.64	20.49	1413.65	61.72	1637.33	1063.32	3827.85	2120.59	864.66	734.88	1264.41	507.9	373.75	511.55	331.82	125.19	188.84	405.51	478.15	388.28	481.78	417.24	490.08	474.59	129.44	132.4	268.06	222.54	899.82	185.68	294.45	741.83	119.26	114.22	583.68	719.88	679.34	310.57
M00275_PTS system, cellobiose-specific II component	2096.14	11921.42	2524.56	17218.45	27367.65	25789.4	14210.1	28704.3	7207.06	7179.89	3941.42	7955.94	6737.14	10235.35	1653.67	2421.99	1982.92	1103.44	952.77	1159.48	9835.64	2646.3	14523.18	9046.33	26545.63	15478.33	5026.5	3974.78	5207.58	2115.08	3058.19	4885.62	2450.14	4312.32	3567.3	3673.06	4695.38	3478.81	4167.87	2614.88	2192.06	4497.07	4160.54	3819	6057.14	4062.57	4354.12	3924.88	3587.23	3413.23	2510.52	5640.6	4184.86	5133.56	5550.36	3353.42
M00276_PTS system, mannose-specific II component	5358.66	9963.24	5599.49	2180	4726.78	4444.62	1606.6	16782.9	6948.54	7721.97	3631.54	17032.52	8527.66	18198.06	2589.95	4270.48	2727.1	2074.41	1869.37	2254.76	6531.21	6928.06	5149.92	4259.71	13019.48	10879.92	10684.77	8790.5	14267.17	6347.29	6145.08	5619.66	4328.98	7474.46	3694.03	5280.52	4926.42	3989.8	6786.19	3638.71	3806.93	5848.16	5174.07	7979.27	8080.25	4920.76	6119.86	8768.03	7235.08	4389.11	5494.58	10679.95	6338.88	8636.64	6774.79	4030.39
M00277_PTS system, N-acetylgalactosamine-specific II component	944.15	1921.25	1264.39	690.98	2238.04	3130.02	947.51	3932.42	4124.89	5383.56	1892.3	5307.57	4135.69	5149.18	1036.08	2021.09	1300.4	720.07	688.84	917.43	1645.84	1174.14	1862.48	1329.67	2826.73	2661.56	3581.82	2827.6	4254.5	1992.48	2966.75	2349.44	1202.96	1980.79	2328.84	1472.32	2718.31	1707.92	2898.81	1301.99	1921.38	2883.02	1193.72	2199.51	1957.84	1516.98	1826.73	2249.15	1815.89	1320.56	1412.19	2490.61	3610.27	2121.34	2052.91	2195.18
